Query,Impressions,Clicks,CTR,Avg_Position,Date,New
check website mobile friendly google,1,0,0.0,7.0,22/05/2015,false
google mobile friendl,1,0,0.0,9.0,22/05/2015,true
google mobile friendly websites,1,0,0.0,30.0,22/05/2015,false
mobile firnedly test,1,0,0.0,9.0,22/05/2015,false
google mobile website check,1,0,0.0,9.0,22/05/2015,false
mobiel friendly google,1,0,0.0,8.0,22/05/2015,true
gogole mobile friendly test,1,0,0.0,9.0,22/05/2015,true
status code checker,1,0,0.0,12.0,22/05/2015,false
check if site is mobile friendly google,1,0,0.0,10.0,22/05/2015,false
mobile fiendly,1,0,0.0,9.0,22/05/2015,false
google mobile fiendly test,1,0,0.0,8.0,22/05/2015,false
mobile google check,1,0,0.0,7.0,22/05/2015,false
google results checker,1,0,0.0,68.0,22/05/2015,true
google url check,1,0,0.0,9.0,22/05/2015,false
friendly mobile test,1,0,0.0,10.0,22/05/2015,false
test website mobile friendly,1,0,0.0,10.0,22/05/2015,false
google friendly check,1,0,0.0,5.0,22/05/2015,false
http status codes,1,0,0.0,93.0,22/05/2015,false
google mobile friendly analyzer,1,0,0.0,3.0,22/05/2015,false
google check for mobile,1,0,0.0,5.0,22/05/2015,false
test mobile friendliness,1,0,0.0,8.0,22/05/2015,false
google mobile firendly test,1,0,0.0,9.0,22/05/2015,false
mobile-friendly google,1,0,0.0,10.0,22/05/2015,false
google mobile friendly test page,1,0,0.0,8.0,22/05/2015,false
mobile friednly,1,0,0.0,8.0,22/05/2015,false
mobile-friendliness tool,1,0,0.0,6.0,22/05/2015,false
google frendly test,1,0,0.0,8.0,22/05/2015,false
mobile friendly checker tool,1,0,0.0,6.0,22/05/2015,false
mobile friendly tests,1,0,0.0,13.0,22/05/2015,true
http response checker,1,0,0.0,10.0,22/05/2015,false
mobile friendly tet,1,0,0.0,10.0,22/05/2015,false
website mobile-friendly,1,0,0.0,35.0,22/05/2015,false
mobile friendly tes,1,0,0.0,7.0,22/05/2015,false
friendly mobile,1,0,0.0,8.0,22/05/2015,false
mobilefriendly test google,1,0,0.0,8.0,22/05/2015,false
google mobiel checker,1,0,0.0,4.0,22/05/2015,false
google mobile friendly score,1,0,0.0,4.0,22/05/2015,false
google friendly mobile,1,0,0.0,9.0,22/05/2015,false
google mobile tester,1,0,0.0,8.0,22/05/2015,false
check website for mobile friendly,1,0,0.0,9.0,22/05/2015,false
google check mobile site,1,0,0.0,9.0,22/05/2015,false
is it mobile friendly,1,0,0.0,18.0,22/05/2015,true
mobile site checker,1,0,0.0,21.0,22/05/2015,false
mobile frinedly test,1,0,0.0,8.0,22/05/2015,false
mobily friendly test,1,0,0.0,8.0,22/05/2015,true
bulk http status code checker,1,0,0.0,4.0,22/05/2015,false
status checker,1,0,0.0,66.0,22/05/2015,false
mobile-friendliness,1,0,0.0,9.0,22/05/2015,false
mobile friendly url,1,0,0.0,5.0,22/05/2015,false
check google mobile site,1,0,0.0,18.0,22/05/2015,false
website mobile friendly,1,0,0.0,45.0,22/05/2015,false
mobile friendly tester google,1,0,0.0,6.0,22/05/2015,false
mobile friendly?,1,0,0.0,8.0,22/05/2015,false
mobile friedly,1,0,0.0,10.0,22/05/2015,false
google mobile friendly tools,1,0,0.0,6.0,22/05/2015,false
mobile-friendly checker,1,0,0.0,4.0,22/05/2015,false
google check for mobile friendly,1,0,0.0,6.0,22/05/2015,false
mobie friendly,1,0,0.0,9.0,22/05/2015,true
google mobile freidnly test,1,0,0.0,8.0,22/05/2015,false
friendly test,1,0,0.0,14.0,22/05/2015,false
google check if website is mobile friendly,1,0,0.0,6.0,22/05/2015,false
googlemobile,1,0,0.0,70.0,22/05/2015,false
mobile website checker google,1,0,0.0,7.0,22/05/2015,false
mobile friendly google check,1,0,0.0,4.0,22/05/2015,false
google mobile frienly test,1,0,0.0,9.0,22/05/2015,false
mobile friendly google tool,1,0,0.0,8.0,22/05/2015,false
google mobile friendly website test,1,0,0.0,7.0,22/05/2015,false
mobile frienly test,1,0,0.0,7.0,22/05/2015,false
mobile fiendly test,1,0,0.0,7.0,22/05/2015,false
url bulk checker,1,0,0.0,6.0,22/05/2015,true
mobile friendl,1,0,0.0,7.0,22/05/2015,false
why mobile friendly,1,0,0.0,35.0,22/05/2015,true
google's mobile-friendly test,1,0,0.0,7.0,22/05/2015,false
mobile.friendly,1,0,0.0,8.0,22/05/2015,true
"google ""mobile friendly""",1,0,0.0,11.0,22/05/2015,true
mobile google checker,1,0,0.0,6.0,22/05/2015,false
mobile friendlyness,1,0,0.0,9.0,22/05/2015,false
google mobil check,1,0,0.0,8.0,22/05/2015,false
google mobiel friendly test,1,0,0.0,11.0,22/05/2015,false
mobile friendly test page,1,0,0.0,7.0,22/05/2015,false
mobiel check google,1,0,0.0,6.0,22/05/2015,false
google checker,1,0,0.0,30.0,22/05/2015,false
testing mobile friendly,1,0,0.0,10.0,22/05/2015,false
googlemobile friendly test,1,0,0.0,8.0,22/05/2015,false
google mobile check tool,1,0,0.0,6.0,22/05/2015,false
mobile friendly test,321,4,0.0125,9.1,23/05/2015,false
mobile friendly page test,1,1,1.0,8.0,23/05/2015,false
google mobile friendly test,185,0,0.0,7.9,23/05/2015,false
mobile friendly,90,0,0.0,10.0,23/05/2015,false
google mobile friendly,45,0,0.0,10.0,23/05/2015,false
google mobile check,42,0,0.0,5.9,23/05/2015,false
check mobile friendly,28,0,0.0,6.2,23/05/2015,false
google mobile checker,20,0,0.0,3.8,23/05/2015,false
test mobile friendly,19,0,0.0,9.6,23/05/2015,false
google mobile friendly checker,19,0,0.0,3.9,23/05/2015,false
mobile friendly test google,18,0,0.0,7.8,23/05/2015,false
google check mobile friendly,13,0,0.0,5.0,23/05/2015,false
mobile friendly check,12,0,0.0,6.6,23/05/2015,false
google check mobile,11,0,0.0,5.4,23/05/2015,false
mobile-friendly,11,0,0.0,10.0,23/05/2015,false
google mobile friendly check,9,0,0.0,5.6,23/05/2015,false
google test mobile friendly,9,0,0.0,7.2,23/05/2015,false
mobile-friendly test,8,0,0.0,9.8,23/05/2015,false
mobile friendly checker,7,0,0.0,4.0,23/05/2015,false
check website mobile friendly,7,0,0.0,8.3,23/05/2015,false
google mobile friendly tool,7,0,0.0,7.1,23/05/2015,false
google friendly test,7,0,0.0,7.9,23/05/2015,false
mobile friendly website test,6,0,0.0,9.8,23/05/2015,false
http status checker,6,0,0.0,8.3,23/05/2015,false
check google mobile friendly,5,0,0.0,5.8,23/05/2015,false
mobile friendly testing tool,5,0,0.0,11.0,23/05/2015,false
google mobile friendliness test,5,0,0.0,8.4,23/05/2015,false
mobilefriendly test,5,0,0.0,13.0,23/05/2015,false
mobile friendly tester,5,0,0.0,8.6,23/05/2015,false
check mobile friendly google,5,0,0.0,5.4,23/05/2015,false
mobile friendly google test,5,0,0.0,9.8,23/05/2015,false
google mobile friendly tester,4,0,0.0,8.0,23/05/2015,false
mobile friendly website checker,4,0,0.0,5.5,23/05/2015,false
google mobile-friendly test,4,0,0.0,10.0,23/05/2015,false
mobile check google,4,0,0.0,6.5,23/05/2015,false
get mobile friendly,4,0,0.0,14.0,23/05/2015,false
mobile frindly test,4,0,0.0,10.0,23/05/2015,false
mobilefriendly,4,0,0.0,13.0,23/05/2015,false
test google mobile friendly,4,0,0.0,9.3,23/05/2015,false
friendly test,4,0,0.0,13.0,23/05/2015,false
google's mobile-friendly test,4,0,0.0,8.0,23/05/2015,false
mobiel friendly test,3,0,0.0,11.0,23/05/2015,false
google friendly checker,3,0,0.0,4.0,23/05/2015,false
google friendly,3,0,0.0,18.0,23/05/2015,false
mobile checker,3,0,0.0,8.0,23/05/2015,false
mobile friendly tool,3,0,0.0,7.3,23/05/2015,false
mobil friendly test,3,0,0.0,14.0,23/05/2015,false
google test for mobile friendly,2,0,0.0,7.5,23/05/2015,false
check mobile google,2,0,0.0,6.5,23/05/2015,false
google check site mobile friendly,2,0,0.0,7.5,23/05/2015,false
mobile-friendly-test,2,0,0.0,10.0,23/05/2015,false
check website mobile friendly google,2,0,0.0,8.0,23/05/2015,false
check if website is mobile friendly,2,0,0.0,8.0,23/05/2015,false
mobile friendly testing,2,0,0.0,8.0,23/05/2015,false
"""mobile-friendly""",2,0,0.0,14.0,23/05/2015,false
googles mobile friendly test,2,0,0.0,9.0,23/05/2015,false
mobile friendly check google,2,0,0.0,3.5,23/05/2015,false
google tool mobile friendly,2,0,0.0,9.0,23/05/2015,false
redirect checker,2,0,0.0,45.0,23/05/2015,false
mobile friendly checker tool,2,0,0.0,4.0,23/05/2015,false
friendly mobile,2,0,0.0,9.5,23/05/2015,false
google mobile tool,2,0,0.0,5.5,23/05/2015,false
google mobile site checker,2,0,0.0,6.0,23/05/2015,false
bulk url checker,2,0,0.0,13.0,23/05/2015,false
check http response code,2,0,0.0,13.0,23/05/2015,true
google check for mobile friendly,2,0,0.0,4.5,23/05/2015,false
google mobile friendly test tool,2,0,0.0,7.0,23/05/2015,false
http status code checker,2,0,0.0,11.0,23/05/2015,false
url status checker,2,0,0.0,14.0,23/05/2015,false
http status code check,2,0,0.0,12.0,23/05/2015,false
google mobiel friendly test,2,0,0.0,10.0,23/05/2015,false
test mobile friendly google,2,0,0.0,9.5,23/05/2015,false
google mobile cheker,1,0,0.0,4.0,23/05/2015,false
google check if site is mobile friendly,1,0,0.0,8.0,23/05/2015,false
check mobile friendly tool,1,0,0.0,8.0,23/05/2015,false
google mobile website checker,1,0,0.0,8.0,23/05/2015,false
google mobile-friendly,1,0,0.0,30.0,23/05/2015,false
mobile-friendly test google,1,0,0.0,12.0,23/05/2015,false
mobile website checker,1,0,0.0,18.0,23/05/2015,false
how to check if website is mobile friendly,1,0,0.0,11.0,23/05/2015,false
google mobile friendly testing tool,1,0,0.0,6.0,23/05/2015,false
check google friendly,1,0,0.0,8.0,23/05/2015,false
google mobilefriendly test,1,0,0.0,7.0,23/05/2015,false
google mobile friendl,1,0,0.0,8.0,23/05/2015,false
check if site is mobile friendly,1,0,0.0,9.0,23/05/2015,false
score mobile,1,0,0.0,42.0,23/05/2015,true
google mobile friendly websites,1,0,0.0,33.0,23/05/2015,false
mobile firnedly test,1,0,0.0,10.0,23/05/2015,false
check if site mobile friendly,1,0,0.0,8.0,23/05/2015,false
moble friendly,1,0,0.0,10.0,23/05/2015,false
mobile friendliness test,1,0,0.0,6.0,23/05/2015,false
mobile test friendly,1,0,0.0,8.0,23/05/2015,false
google’s mobile-friendly test tool,1,0,0.0,8.0,23/05/2015,false
mobile fiendly,1,0,0.0,9.0,23/05/2015,false
google mobile fiendly test,1,0,0.0,10.0,23/05/2015,false
mobile google check,1,0,0.0,9.0,23/05/2015,false
friendly mobile test,1,0,0.0,10.0,23/05/2015,false
google friendly check,1,0,0.0,7.0,23/05/2015,false
friendlyrest,1,0,0.0,10.0,23/05/2015,true
google mobil friendly test,1,0,0.0,22.0,23/05/2015,false
http status codes,1,0,0.0,92.0,23/05/2015,false
mobile friendlu,1,0,0.0,9.0,23/05/2015,true
google check for mobile,1,0,0.0,4.0,23/05/2015,false
google mobile firendly test,1,0,0.0,9.0,23/05/2015,false
bulk check,1,0,0.0,14.0,23/05/2015,false
google test website mobile friendly,1,0,0.0,9.0,23/05/2015,false
google tool to check mobile friendly,1,0,0.0,5.0,23/05/2015,false
urlscore,1,0,0.0,50.0,23/05/2015,false
google mobile test tool,1,0,0.0,10.0,23/05/2015,false
google mobile tester,1,0,0.0,11.0,23/05/2015,false
check website for mobile friendly,1,0,0.0,7.0,23/05/2015,false
google check mobile site,1,0,0.0,9.0,23/05/2015,false
bulk http status checker,1,0,0.0,4.0,23/05/2015,false
google moblie friendly test,1,0,0.0,10.0,23/05/2015,false
moblie friendly,1,0,0.0,10.0,23/05/2015,false
mobile-friendliness,1,0,0.0,4.0,23/05/2015,false
mobile freindly test,1,0,0.0,9.0,23/05/2015,false
googlemobile friendly,1,0,0.0,12.0,23/05/2015,true
google's mobile friendly test,1,0,0.0,9.0,23/05/2015,false
mobile friendly url,1,0,0.0,6.0,23/05/2015,false
google mobile test page,1,0,0.0,10.0,23/05/2015,false
mobile friendly tester google,1,0,0.0,7.0,23/05/2015,false
mobile frindly,1,0,0.0,8.0,23/05/2015,false
google mobile freidnly,1,0,0.0,9.0,23/05/2015,true
mobil friendly,1,0,0.0,10.0,23/05/2015,false
check google mobile,1,0,0.0,6.0,23/05/2015,false
google mobile checker tool,1,0,0.0,6.0,23/05/2015,false
mobile friendliness,1,0,0.0,4.0,23/05/2015,false
test for mobile friendly,1,0,0.0,10.0,23/05/2015,false
googlemobile,1,0,0.0,48.0,23/05/2015,false
mobile friendly google tool,1,0,0.0,9.0,23/05/2015,false
bulk header checker,1,0,0.0,10.0,23/05/2015,false
tool google mobile friendly,1,0,0.0,6.0,23/05/2015,false
mobile friendly test tool google,1,0,0.0,6.0,23/05/2015,false
mobile friendlyness,1,0,0.0,5.0,23/05/2015,false
mobile frendly,1,0,0.0,10.0,23/05/2015,false
google mobile freindly test,1,0,0.0,8.0,23/05/2015,false
google website mobile friendly test,1,0,0.0,9.0,23/05/2015,false
check if website is mobile friendly google,1,0,0.0,6.0,23/05/2015,false
mobiel check google,1,0,0.0,5.0,23/05/2015,false
google checker,1,0,0.0,22.0,23/05/2015,false
googlemobile friendly test,1,0,0.0,9.0,23/05/2015,false
mobile freindly,1,0,0.0,9.0,23/05/2015,false
mobile friendly test,381,1,0.0026,8.9,24/05/2015,false
google mobile friendly check tool,2,1,0.5,4.0,24/05/2015,false
bulk mobile friendly test,1,1,1.0,1.0,24/05/2015,false
google mobile friendly test,206,0,0.0,7.5,24/05/2015,false
google mobile friendly,128,0,0.0,9.2,24/05/2015,false
mobile friendly,107,0,0.0,9.5,24/05/2015,false
google mobile check,33,0,0.0,6.5,24/05/2015,false
mobile friendly test google,32,0,0.0,6.7,24/05/2015,false
test mobile friendly,21,0,0.0,8.2,24/05/2015,false
google mobile checker,21,0,0.0,3.4,24/05/2015,false
google mobile friendly check,19,0,0.0,5.2,24/05/2015,false
check mobile friendly,19,0,0.0,6.1,24/05/2015,false
google check mobile friendly,17,0,0.0,5.2,24/05/2015,false
google friendly test,16,0,0.0,8.8,24/05/2015,false
mobile-friendly,16,0,0.0,9.9,24/05/2015,false
mobile-friendly test,14,0,0.0,9.2,24/05/2015,false
mobile friendly checker,11,0,0.0,4.0,24/05/2015,false
mobile friendly check,9,0,0.0,5.9,24/05/2015,false
google mobile friendly checker,7,0,0.0,4.7,24/05/2015,false
google mobile friendly tool,7,0,0.0,7.0,24/05/2015,false
http status checker,7,0,0.0,7.7,24/05/2015,false
google mobile site checker,7,0,0.0,7.0,24/05/2015,false
mobilefriendly,7,0,0.0,10.0,24/05/2015,false
mobile friendly tool,7,0,0.0,7.4,24/05/2015,false
google mobile-friendly test,6,0,0.0,9.7,24/05/2015,false
mobilefriendly test,6,0,0.0,9.5,24/05/2015,false
google test mobile friendly,6,0,0.0,8.3,24/05/2015,false
google mobile friendly tester,5,0,0.0,6.8,24/05/2015,false
google mobile-friendly,5,0,0.0,8.4,24/05/2015,false
redirect checker,5,0,0.0,46.0,24/05/2015,false
google mobile tool,5,0,0.0,7.6,24/05/2015,false
check mobile friendly google,5,0,0.0,5.2,24/05/2015,false
mobile friendly google test,5,0,0.0,9.6,24/05/2015,false
check google mobile friendly,4,0,0.0,6.5,24/05/2015,false
mobile friendly testing tool,4,0,0.0,11.0,24/05/2015,false
mobile friendly website test,4,0,0.0,9.5,24/05/2015,false
google mobile test tool,4,0,0.0,7.3,24/05/2015,false
mobile check google,4,0,0.0,6.5,24/05/2015,false
website mobile friendly,4,0,0.0,36.0,24/05/2015,false
mobile friendly site checker,4,0,0.0,6.0,24/05/2015,false
mobile friendly website checker,3,0,0.0,6.3,24/05/2015,false
mobilefriendlytest,3,0,0.0,9.0,24/05/2015,false
mobile friendly testing,3,0,0.0,8.0,24/05/2015,false
mobile friendliness test,3,0,0.0,6.7,24/05/2015,false
google check mobile,3,0,0.0,5.0,24/05/2015,false
google friendly,3,0,0.0,35.0,24/05/2015,false
mobile checker,3,0,0.0,7.3,24/05/2015,false
google mobiel friendly test,3,0,0.0,10.0,24/05/2015,false
google mobile website checker,2,0,0.0,7.5,24/05/2015,false
mobile-friendly test google,2,0,0.0,10.0,24/05/2015,false
header response checker,2,0,0.0,24.0,24/05/2015,false
google mobile-friendly tool,2,0,0.0,6.0,24/05/2015,false
mobile website checker,2,0,0.0,19.0,24/05/2015,false
google mobile site check,2,0,0.0,9.0,24/05/2015,false
google mobile friendly testing tool,2,0,0.0,6.0,24/05/2015,false
mobile-friendly-test,2,0,0.0,10.0,24/05/2015,false
check if site is mobile friendly,2,0,0.0,7.5,24/05/2015,false
mobiel friendly test,2,0,0.0,14.0,24/05/2015,false
google url check,2,0,0.0,11.0,24/05/2015,false
friendly mobile test,2,0,0.0,8.5,24/05/2015,false
google test friendly,2,0,0.0,8.5,24/05/2015,false
mobile frendly test,2,0,0.0,8.5,24/05/2015,false
mobile friendly tes,2,0,0.0,8.5,24/05/2015,false
google mobile friendliness test,2,0,0.0,6.0,24/05/2015,false
mobile freindly test,2,0,0.0,9.0,24/05/2015,false
bulk url checker,2,0,0.0,13.0,24/05/2015,false
google mobile site tester,2,0,0.0,8.0,24/05/2015,false
friendly test,2,0,0.0,12.0,24/05/2015,false
http code checker,2,0,0.0,12.0,24/05/2015,false
google mobile friendly test tool,2,0,0.0,7.0,24/05/2015,false
google mobile page check,2,0,0.0,5.0,24/05/2015,false
test mobile friendly google,2,0,0.0,8.0,24/05/2015,false
mobile freindly,2,0,0.0,9.0,24/05/2015,false
mobil friendly test,2,0,0.0,15.0,24/05/2015,false
http status check,1,0,0.0,10.0,24/05/2015,false
test mobile friendly site,1,0,0.0,50.0,24/05/2015,true
http response code checker,1,0,0.0,10.0,24/05/2015,false
mobile friendlytest,1,0,0.0,10.0,24/05/2015,false
google mobile test friendly,1,0,0.0,10.0,24/05/2015,false
google check if site is mobile friendly,1,0,0.0,7.0,24/05/2015,false
google in: mobile,1,0,0.0,45.0,24/05/2015,true
mobile friendliness tool,1,0,0.0,7.0,24/05/2015,false
tes mobile friendly,1,0,0.0,7.0,24/05/2015,false
is mobile friendly,1,0,0.0,20.0,24/05/2015,true
what is mobile friendly,1,0,0.0,30.0,24/05/2015,false
mobile friendliness test google,1,0,0.0,4.0,24/05/2015,false
mobile friendly tst,1,0,0.0,10.0,24/05/2015,false
check url status online,1,0,0.0,11.0,24/05/2015,true
check mobile friendly website google,1,0,0.0,10.0,24/05/2015,false
mobile friendly test\,1,0,0.0,7.0,24/05/2015,false
test friendly mobile,1,0,0.0,8.0,24/05/2015,false
check website mobile friendly,1,0,0.0,9.0,24/05/2015,false
googles mobile friendly test,1,0,0.0,12.0,24/05/2015,false
google mobile friendly site checker,1,0,0.0,5.0,24/05/2015,false
mobile fiendly,1,0,0.0,6.0,24/05/2015,false
mobile google check,1,0,0.0,7.0,24/05/2015,false
google mobile frendly test,1,0,0.0,6.0,24/05/2015,false
google mobil friendly test,1,0,0.0,22.0,24/05/2015,false
http status codes,1,0,0.0,78.0,24/05/2015,false
mobile friendlu,1,0,0.0,4.0,24/05/2015,false
google mobile friendly site check,1,0,0.0,10.0,24/05/2015,false
google check for mobile,1,0,0.0,5.0,24/05/2015,false
bulk check,1,0,0.0,14.0,24/05/2015,false
google mobile friendly test page,1,0,0.0,5.0,24/05/2015,false
google frendly test,1,0,0.0,6.0,24/05/2015,false
mobile friendl test,1,0,0.0,8.0,24/05/2015,false
mobile friendly tests,1,0,0.0,8.0,24/05/2015,false
google test website mobile friendly,1,0,0.0,10.0,24/05/2015,false
http response checker,1,0,0.0,19.0,24/05/2015,false
website mobile-friendly,1,0,0.0,34.0,24/05/2015,false
google mobiel check,1,0,0.0,6.0,24/05/2015,false
mobile friendly test tool,1,0,0.0,9.0,24/05/2015,false
response code checker,1,0,0.0,14.0,24/05/2015,true
check http status,1,0,0.0,10.0,24/05/2015,false
check website for mobile friendly,1,0,0.0,10.0,24/05/2015,false
mobile frindly test,1,0,0.0,10.0,24/05/2015,false
how to check if site is mobile friendly,1,0,0.0,21.0,24/05/2015,true
mobile friendly testing tool google,1,0,0.0,6.0,24/05/2015,false
check website is mobile friendly,1,0,0.0,7.0,24/05/2015,false
google moblie friendly test,1,0,0.0,7.0,24/05/2015,false
mobie friendly test,1,0,0.0,8.0,24/05/2015,false
moblie friendly,1,0,0.0,7.0,24/05/2015,false
mobile-friendliness,1,0,0.0,10.0,24/05/2015,false
googlemobile friendly,1,0,0.0,7.0,24/05/2015,false
google's mobile friendly test,1,0,0.0,8.0,24/05/2015,false
mobile friendly url,1,0,0.0,6.0,24/05/2015,false
google mobile analyzer,1,0,0.0,5.0,24/05/2015,false
mobile friendly tester,1,0,0.0,9.0,24/05/2015,false
check google mobile site,1,0,0.0,19.0,24/05/2015,false
mobile friendly test tools,1,0,0.0,10.0,24/05/2015,false
check site mobile friendly,1,0,0.0,10.0,24/05/2015,false
google mobile friednly test,1,0,0.0,7.0,24/05/2015,false
test google mobile friendly,1,0,0.0,12.0,24/05/2015,false
mobile firendly test,1,0,0.0,8.0,24/05/2015,false
googlemobile test,1,0,0.0,9.0,24/05/2015,false
mobile friendly google check,1,0,0.0,5.0,24/05/2015,false
